,tweet,label
19,akutukanaye hakuchagulii tusi hii ndio karaha ya kufungwa watu wanafyatuka tu na headlines zao,0
20,chama cha wamiliki wa mabasi tanzania taboa kimemwandikia barua waziri mkuu kassim majaliwa kujitoa kwenye kamati ndogo akizungumzia sababu za kujitoa ktk kamati hiyo katibu mkuu wa taboa ernest mrutu alisema wamefikia hatua hiyo kutokana na changamoto zao kutotatuliwa,0
21,so wazee wanawanyanyasa hadi wajeda sio sisi raia tu sijapenda me nawaaminia sana wajedasiku za mbeleni najua hamtotuangusha wanetu na mtakuwa mmechukizwa sana ila basi tu,0
22,me mwenyewe linanishinda kuliandika ila nalikumbukaumeniita jina langu nikaogopa,0
23,videowatu  wamepoteza maisha na wengine  kujeruhiwa kwenye mlipuko uliotokea leo katika kiwanda cha kemikali mashariki mwa china  cgtn,0
24,me nimepita asubuhi vimebomolewa vyoteina maana ni usiku na hawajahusishwahuu ni uhuni,0
25,humu ndani kuna watu wana madini mengi sana shida ni kwamba ukiwaomba waziteme watakuzungusha bora uweke notification on,0
26,muda huu kuna mjinga mmoja yupo ananusa boxer yake kama haina harufu avae tena baada ya kuivaa siku ,0
27,hakuna mtandao wa kijamii ambao ni salama kwa sasa walipoanzisha facebook twitter nakadhalika ikiwemo mtandao wa l,0
28,halafu kuna mwamba wa zamani wa man united kakosa penati leo hakuna pa kujifichia msimu huu,0
29,wanafunzi wenye ulemavu wakwamishwa na miundombinu lindi klik,0
30,kama lengo lilikuwa ni kututisha na kutukatisha tamaa wananchi katika harakati za kupigania mabadiliko kutoka katika utawa,0
31,ile msg ya sizioni siku zangu si uwa inakuogopesha sasa kwanini hupendi kutumia,0
32,mimi huwa sipendi kufanya kazi na ndugu zangu sababu ndugu wanalawama sana hawakubali kama nimeshakuwa bosi  kandi baham,0
33,ni mwaka mmoja sasa tangu jasiri muongoza njia ruge mutahaba atangulie ni kama juzi tu endelea kupumzika mahali pema peponi,0
34,kila mtu akipata mita za ujazo chini ya  maana yake tumeingia kwenye uhaba wa maji ikifika kwamba kila mtu anapata mit,0
35,anatuambisha sana sisi kama wasukuma wenzake hatujapenda kabisa,0
36,leo nimepika choroko maana mambo naona yamevurugika kweli na wahindi hawataki choroko zetu,0
37,kabisawatu walimpinga kwa watu binafsi kufanya hili suala bila financial institution,0
38,sehemu ya ripoti ya mchunguzi maalum robert mueller nchini marekani juu ya kujihusisha kwa urusi kwenye uchaguzi wa urais wa mwaka  inaonesha kuwa rais donald trump alitaka kuudhibiti uchunguzi huo na kulazimisha kuondolewa kwa mueller mwaka ,0
39,watu wengi wanatumia mitandao ya kijamii ila sheria zake hawazijui na wala hawataki kuzijua,0
40,poleni sana wateja wetutunaifanyia kazi changamoto hiyo ya kuangalia slio kwa ujumla,0
41,nimepokea kwa masikitiko makubwa taarifa za kifo cha rais mstaafu na baba wa taifa la zimbabwe mzee robert mugabe afrika i,0
42,utabiri wa hali ya hewa wa siku tano na athari zinazoweza kutokea umetolewa leo tarehe  na mamlaka ya hali ya,0
43,nchi ya drama na matukio ila hii kama ikidhihirika ni kweli basi ni kashfa kubwa sana kitaifa mark my words maswali ha,0
44,naibu rais iran aambukizwa virusi vya corona nigeria yaripoti kisa kimoja via,0
45,kuna story ambayo mke wangu hapendi kusimulia imekuwa ikimtesa sana ipo hivi mke wangu ni mmoja wa watu waliozaliwa a,0
46,aiseeee this is nonsense hivi ameongea baya gani mpaka mtu unaropokwa maneno yote hayo,0
47,mbinu mojawapo ya watawala ni kuwafanya watawaliwa kuona kwamba maadui wao wanatoka nje ili wapambane nao badala ya ku,0
48,unakuta wengine ndio kwanza wanapenda kukuona ukiwa tegemezi kwao,0
49,umeme ambapo miradi ya usafirishaji kutokana na umbali huo inakuwa ni ya gharama sana kutokana na kuwa mahitaji ja umeme yalikuwa tayari ni makubwa katika maeneo ambayo hata hayajafikiwa na gridi ya taifa ililazimu kufanya miradi mbadala kwa ajili ya kufikisha umeme wa,0
50,tumeshavuna aibu yetu olympic tokyo  waliokabidhiwa bendera wako wapi mpaka mtu kaamua kutusaidia kubeba bendera,0
51,kuna kipindi rafiki yangu mmoja alikuwa ananitongozea girlfriend wangu na alikuwa kabisa anajua mimi ndio natoka nae ht,0
52,nyoka aina ya chatu ameingia katika gari la watalii kupitia magurudumu ya mbele ya gari hilo ambapo wageni waliokuwa wakitumia gari hilo wameonyesha kutokuwa na wasiwasi wowote soma zaidi gtgt,0
53,inasikitisha sanahiyo ndio tanzaniapoleni,0
54,shame wanakatili watoto kwa mambo zao za kisiasa ni huupuzi kabisa,0
55,wakala wa barabara tanzania tanroads umesema ujenzi wa daraja la mto mkange mkoani morogoro lililosombwa na maji utaanza leo usiku huu kwa ushirikiano na makandarasi wa ujenzi wa reli ya kisasa sgr,0
56,spika wa bunge ametoa siku nne hadi ijumaa kwa serikali kuwasilisha taarifa ya kina kuhusu mauaji ya watoto yanayoendelea mkoani njombe waziri jenista mhagama aliliomba bunge kutoa muda huo kwani serikali inahitaji muda kutoa taarifa kamili itakayoelezea pia hatua walizochukua,0
57,machozi jasho na damu,0
58,mhusika mwenye picha au video hiyo mbali na makosa ya kisheria unayoyatenda kwa kusambaza tambua kutuma picha za fara,0
59,watanzania wameonyesha hawakipendi chama cha mapinduzi sio jambo la kawaida katika kipindi hiki kigumu watanzania wamenyi,0
60,tazama  kivuko cha mv nyerere kimezama ziwa victoria,0
61,wasichana wana changamoto nyingi zinazohusiana na hedhi mojawapo ni kutokupata taarifa sahihi pamoja na kunyanyapaliwa,0
62,we me wa online sio offlinesema dharau zinazidi sana humukila kukicha halafu vibwana vidogo tu,0
63,mimi watani wangu hawajawahi kuvuka mipaka ila pimbi ambao sina hata mazoea ndo huwa wananichokonoa,0
64,yaani coco huna akili ujinga wenu na yule ex wako mpumbavu umenicost sana hadi mimi hebu fikiria nimeweka bondi gari y,0
65,nikila hicho chakula minyoo yangu ya tumboni inaweza kuzimia kwa kupata mshituko maana ni surprise kwao,0
66,kama hawa waliowachukua kina roma na moni ni polisi na kuwapeleka kusikojulikana basi hii nchi ilipofika ni kubaya san,0
67,ninapo kosa hela washkaji wanatoweka ninaporekebisha pumbavu wanasogea,0
68,polisi morogoro yadaka mtandao wa wizi yapo magari nyama na nyara,0
69,je wajua imekua ni kawaida kwa watu kufanya mapenzi kinyume na maumbile kisheria ni kosa la jinai na adhabu yake ni k,0
70,hakika wameonesha udhaifu mkubwa kutokuwa na  common opposition front  hii inamaanisha wamejigawa we,0
71,simba mmeshinda kwasababu yanga ni pungufu na refa pia ni wa kwenu siku zote kwanini asingetafutwa refa mwingine wa final,0
72,kumbe sio serikali tu hadi wadau wengine wa maendeleo hawana imani na vijana,0
73,rais wa serikali ya wanafunzi chuo kikuu cha dar daruso  pamoja na viongozi wengine wamefukuzwa chuo kwa kusimamia haki,0
74,naibu waziri wa habari julianashonza ametoa onyo kwa baadhi ya wasanii wanaopiga picha za utupu,0
75,kondomu inanibana hii kauli imezika vijana wengi sana kwa gonjwa la ukimwi,0
76,sipendagi kabisa kucheza hii michezo ila leo nimeborekwajaza hizo twende sawa bank acct  routing  name on debit c,0
77,jana nilimwambia mtu imagine unakufa huu msimu imetoka bia tamuakasema hapana inauma,0
78,wanaongoza ni wanawake wenyewe ubaguzi chuki na kukosa utu wa wanawake dhidi ya hawa wadada wa kazi is on anoth,0
79,basi la kampuni ya premier limegongana uso kwa uso na lori mkoani mbeya lenye namba za usajili t  aet linalofanya safari,0
80,mambo ya kumaliza kesi za ukatili kifamilia zinakwamisha nyuma jitihada za kupinga vitendo vya ukatili dhidi ya wanawake wat,0
81,da kaka kuna mda yanaweza kukukuta mambo magumu mpaka inakubidi tu uwe mbali ila inaumiza s,0
82,mnasema tutoe namba lakini hakuna feedback mnayotupa namba hii apa   tunaomba mtusaidie jamani wateja wengi wanalalamikia siku hizi mmekua na huduma mbovu sana na simu zenu ukipiga zinakata ukicheki salio bado,0
83,tunaonewa sana imagine mtu anakwambia kuna msukuma eti amemuona amejichora tattoo ya tigo pesa mkononi,0
84,hili la kila siku wameshalipigia kelele miaka  sasa,0
85,ibada ya eid al adha imeendela ndani ya ikulu ya rais ashraf ghani wa afghanistan licha ya makombora kutupwa jirani na i,0
86,utanifanya nisirudi darhalafu ile juzi nilijua unataka kunichoma kisu kilikuwa jirani yako,0
87,mwaka  uligubikwa na matukio mengi ya watu kuuwawa wakisemekana ni majambazi lakini baadae ndugu wa waliouwawa waliibuka n,0
88,wanachofanyiwa wafanya biashara wadogo wadogo machinga inahuzunisha sana,0
89,kesi namba  inayowakabili viongozi wakuu wa na baadhi ya wabunge katika mahakama ya kisutu dar leo imea,0
90,mamia ya waombolezaji wameungana leo kuuaga mwili wa mwandishi wa habari wa shirika la utangazaji la ujerumani isaack muyenjwa gamba ambae alikutwa amefariki nyumbani kwake oktoba  mwaka huu soma zaidi gtgt,0
91,kuna wakati kulifunguliwa jalada la wizi wa kuaminiwa katika kikuu cha polisicentral dar es salaam cdrb wizi,0
92,yahya haxxan habari tafadhali tunaomba kufahamu changamoto unapotumia huduma zetu,0
93,nashangaa watu wanaumia na furaha za watu wenginehata ukisema nimeshibaaunaambiwa mseng wewe hujui sisi tuna njaa,0
94,kigogo huyu wa cuf ajiuzulu mwenyewe aeleza,0
95,ukichaguliwa mwishon ujue uwezo wako ni mdogo kuliko wote mwenye mpira akikaclika mpira umeisha inaruhusiwa kubadili golikipa kama ikitokea penat na baada ya apo ataendelea kudaka yule yule mechi itaisha pale giza linapoingia,0
96,wanawake bana kwahiyo kumchangamkia mwanamke mwenzio mbele yako kisa amefanya kitu fulani ni kosa em kaangalie hii ep,0
97,habari ahsante kwa kuwasiliana nasi tunaskitika kujua hilo hivyo fahamu jinsi ya kudhibiti matumizi yako ya intaneti zm,0
98,yaaani people are sad kuona wengine wako happy yaani wanachukia kabisa makasiriko ya hali ya juu wamerogwa sijui,0
99,rais magufuli atuma salamu za rambirambi vifo vya vijana wa jkt  askari jwtz  na dereva vilivyotokea mbeya,0
100,hili tatizo kubwa sana kwetumtu akijaribu kutusanua aah huyu naye anajifanya mjuajisometimes nafikiri,0
101,boresheni miundombinu acheni kutoa mapovu wakati hali halisi mnaiona,0
102,old man hii bank haina bench la wazee yani tuna panga foleni kweli mmetuchoka customer experience manager hamna bench kwa,0
103,meko unaficha ficha vitu kwa kuwa ni mwizi kumbe ndani ya miaka mitatu unakopa wb halafu unakataza document zisiwe release,0
104,mzee baba huku hali si shwari hali tete sana hamna cha democrasia ni mwendo wa nyu,0
105,huu ni uhuni wala mama hakuagiza hayambona hizi oparesheni zinaweza kufanyika kiustaarabu tusio kila kitu cha kutumia nguvu,0
106,uhuru michezocollum hudsonodoi anataka kutimkia klabu ya bayern munich kwenye uhamisho wake mwezi huu wa januari baada ya maongezi ya mkataba na klabu yake ya chelsea kushindikana,0
107,tabia ya baadhi ya watu kuzaa watoto kisha,0
108,mwaka  nilipoteza kazi niliyokuwa nimeajiriwa kwa makosa ambayo sikuhusika lakini upepelezi ulipokuja kufanyika nili,0
109,siwaelewinatuma normal text haziendi napigasimu huduma kwa wateja ampokei sio sawa mahusiano yangu yakivunjika,0
110,news transifoma lalipuka na kuwaka moto maeneo ya mgololo mkoani iringachanzo cha kulipuka hakijajulikana na,0
111,kaya  zilizopo kata ya mbesa wilayani tunduru mkoani ruvuma zimekosa mahali pa kuishi baada ya nyumba zao zikiwemo nyumba za shule na madarasa kuezuliwa na upepo,0
112,mbona hivi vidonge vimeadimika hv kwann maana wagojwa wa ulcers wanapata tabu,0
113,ukisikia mtanzania kakamatwa na madawa china huna hata chembe ya kuwaza labda sio mtanzania kweli ila ukisikia mtanzania k,0
114,elimu yetu sandakalawe hawaithamini hata wanaotugawia,0
115,rc aagiza wanafunzi waliooana wakiwemo wazazi wao wakamatwe mkuu wa mkoa wa simiyu jana ameliagiza jeshi la polisi kwa kushirikiana na mkuu wa wilaya na vyombo vingine vya usalama,0
116,baraza jipya likapata wkt mgumu ktk kufanya maamuzi hasa kwenye kutekeleza majukumu yake kimamlaka kwa sababu ya migomo ya,0
117,mapovu ya shilole kuhusu kutopata mtoto na uchebe,0
118,kuwakamata na kuwafunga wanafunzi wajawazito ni kinyume cha sheria na pia kunakiuka haki za binadamu ikiwemo haki ya usawa,0
119,show nyingi za kibongo show ikiisha shabiki unachoka viungo vya mwili kuliko hata msanii aliyepiga show,0
120,guys plz natumia dawa gani im tired nimezunguka sana kumtibu mwanangu nisaidieni yanatoka kama mapele fulani hivi,0
121,marteen huduma hiyo kwa sasa haipo tafadhali endelea kufuatilia ukurasa wetu zoezi likikamilika tutatoa muongozo,0
122,unapotaka kushika mimbaachaau punguza kwa kiasi kikubwa matumizi ya pombe sigara au dawa za kulevya uvutaji sigara hupung,0
123,wanaofanya mauaji kwa tofauti ya kimtizamo wanakua na fikra za kigadi ccm is a terror group,0
124,una msaaada au ni msumbufu au ujui kusambaza data au ni mchoyo au ni muoga all in all formation,0
125,mama unajua kuwa rais hataki kabisa kusikia mtoto aliyapata ujauzito kuendelea masomo katika mf,0
126,baada ya kumaliza elimu ya msingi sikubahatika kuendelea na elimu ya sekondari kutokana na hali ya uchumi nyumbani nili,0
127,sheria ya kimila ni kikwazo kwa wanawake kumiliki ardhi mkurugenzi wa,0
128,ningepotea sipajui bila google maps simu haina charge im driving kwenye new area niko vyomb,0
129,nikakimbia na mmkufika mbele naona kuna watu wengine wako busy kabisa hawana hbr nkawauliza vp kulikoni wakanambia dogo hapa ni kama libya au southmda wwte machafukoww kimbikimbia bila sababu tutakukuta kituoni,0
130,mungu anaweka fursa nzuri katika maisha yako  punguza tamaa ya kutaka kwa pupa wakati wako upo na utafika tu,0
131,uwepo wa ndege nyingi za kampuni moja hakuna faida kama bei sio affordablefastjet alikuwa na bei nafuu wakamuua wakaleta ndege zao za bei ghalikuna faida gani,0
132,nyie ni wapumbavu na malofa taifa hili lilishaokolewa acheni upuuzi alaaa,0
133,bondiathomas mashali ameuawa usiku wa kuamkia leo kimara dsmviongozi wa ngumi anthony rutapst na chaurembo palasa tpbc wamethibitisha,0
134,biashara ni kitu kizuri kufanya lakini hakuna biashara isiyolipa kama ya kuchunguza simu ya mpenzi wako profit ni stress na depression,0
135,jeshi la polisi likimkamata kwa nguvu gavana wa nairobi mike sonko mapema leo baada ya kuwa amekataa kuingia kwenye heli,0
136,donald trump ajuta kutoifungia facebook na twitter wakati wa utawala wake aliyekuwa rais wa marekani ameipongeza,0
137,biashara haramu ya binadamu nchini human trafficking bado ni tatizo kubwa ambapo tafiti zinaonyesha kuwa waathirika wa biashara hiyo waliokati ya miaka  hadi kumi na saba wa jinsia ya kike soma zaidi gtgt,0
138,kama uamini kaamuulize agger karacai msanii wa tamthilia ya the city yule mzee anapesa lkn kila siku vioja aviishi,0
139,hussein bashe ccm acheni unafiki mimi nimeshakamatwa na watu wa usalama mnasema hawakamati kwa hili nipo tayari mni,0
140,ukienda kulala nyumbani kwa mwanamke ambaye kodi ulipi wewe unakuwa unaishi kwa wasiwasi kama mlinzi ambaye analinda vichaa milembe pia unaweza hata kufukuzwa usiku wa manane na huna cha kumfanya,0
141,ofisa usalama wa shirika la posta ahusishwa na usafirishaji wa madawa ya kulevya,0
142,kuwa na ulemavu si sababu ya kutengwa,0
143,wabunge wa upinzani isipokuwa baadhi ya wa chama cha wananchi cuf kambi ya ibrahim lipumba wamesusia zoezi la kuapishwa wabunge wanne wa chama cha mapinduzi ccm waliochaguliwa hivi karibuni,0
144,mkurugenzi mtendaji wa halmashauri ya wilaya ya itilima mkoani simiyu mwl mariano mwanyigu amefariki dunia ghafla usiku wa kuamkia leo desemba  akiwa jijini dodoma kwenye kikao,0
145,unakuta boss wake amesoma hii tweet na yuko humu na ni feminist na hajaona aibu,0
146,marathon zimekuwa nyingi kupita maelezo na waandaaji hawataki kusema kama kuna vita inakuja,0
147,vitendo vifuatavyo vya kikatili ni visababishi tosha vya kufanya mazingira ya shule yasiwe salama adhabu za vipigo,0
148,ahsante kwa kuliwasilisha tatizo lako hapasamahani ndugu mteja mpaka leo unapatwa na changamoto ya mtandao wa intaneti kuwa chini sanalm,0
149,rc ole sendeka atoa mwezi  baada ya kukasirishwa  watakiona,0
150,mwenyekiti wa baraza la wanawake chadema taifa na mbunge wa kawebaadhi ya makosa anayokabiliwa nayo kuand,0
151,mimi sina maadui kwelilabda wao ndo wana uadui na mimiila me similiki adui,0
152,watu  mbaroni kwa wizi wa maji na kuhujumu miundombinu,0
153,utandawaz unasababisha watu wanakula modern na westernized diet ambavyo vinawe,0
154,wanafunzi watano wa darasa la kwanza katika shule ya msingi kihinga wilayani ngara mkoani kagera wamefariki dunia na wengine  kujeruhiwa baada ya kulipukiwa na kitu kinachoaminika kuwa bomu,0
155,moyo wa kujitolea umefifia mno mwalimu j k nyerere,0
156,watu wawili ambao ni wakazi wa kijiji cha ibondo btarafa na kata ya buseresere wilaya ya chato mkoani geita wanashikiliwa na jeshi la polisi kwa kukutwa na kichwa cha mtu ndani ya nyumba ambayo wanaishi,0
157,mustafa malimi  ambaye ni mmoja wa wafungwa waliosamehewa na rais magufuli december   anashikiliwa na polisi cha,0
158,tunapenda kukufahamisha zitasitishiwa huduma kwa sababu zitakuwa hazijakamlisha usajili kwa alama za vidole lm,0
159,watuhumiwa  wa mauaji ya watoto mkoani njombe wafikishwa mahakamani waliofikishwa mahakamani ni joel joseph nziku nassan alfred kaduma na alphonces edward danda,0
160,wayahudi sio watu wazuri unawakarbisha afu wanakufukuza mwenye nyumba kwa kipigo kikali,0
161,lazima waongezeke km mkuu wa shule anawapa mimba wanafu,0
162,tatizo kubwa lilipo ni hatuna mifumo endelevu and thats hurt wakati mwingine utaratibukustaarabika kunaweza kuchangia ku,0
163,baadhi ya wakulima mkoani rukwa wameamua kuacha kulima mazao ya chakula hususani mahindi kutokana na kutokupata tija katika kilimo hicho wakulima hao walisema uamuzi huo unatokana na kukosa bei ya mazao hayo na hivyo kujikuta wakikabiliwa na ugumu wa maisha kwa kukosa fedha,0
164,takwimu zinaonesha kuwa duniani kote inakadiriwa watu milioni  wanasumbuliwa na magonjwa ya figo na kila mwaka watu milioni  hufariki kutokana na magonjwa haya,0
165,tanzaniadaima jumapili februari    kinana makamba wangoka ccm,0
166,amejikuta ameropoka mambo ya chumbaniukiongelea uovu gizani basi mchana kweupeeeeeeeeeeeee,0
167,standards zote zipo kisheria bahati mbaya askari wanapozwa labda nadhani rungu liende kwa wenye shule kwa sababu ndi,0
168,mtu mmoja anayeshukiwa kuwa na virusi vya amewekwa chini ya uangalizi katika hospitali ya taifa ya kenyatta baada,0
169,unashangaa mbona kwenu hakuna mwenye sura nzuri kumbe babaako alikuwa anachagua wenye makalio makubwa,0
170,mwanamuziki rashidi abdala aka anashikiliwa na jeshi la polisi mkoani dodoma kwa tuhuma za kukutwa na dawa,0
171,utapeli mpya wa mtandao wakuu ninaomba kushare nanyi suala hili ilikuwa siku ya jumamosi ya tarehe  nilipokea t,0
172,aliyekuwa nyota wa mpira wa kikapu duniani kobe bryant amefariki dunia katika ajali ya helkopta huko california marekani,0
173,jinsi ya kubaki kuwa masikini  kamwe usiamke mapema endelea kulala na kujinyosha mpaka pale njaa itakapokuuma  kamw,0
174,mtu mmoja aliwahi kumuuliza baba yake baba nitawezaje kupata mwanamke sahihi baba yake alijibu sahau kupata mwanamke sahi,0
175,mimi social media kwangu ni sehemu ya kufurahia na kupeana faraja lakini kwa hali ya sasa imekuwa sio sehemu salama tenasio sehemu yakutolea stress bali kupeana stress na ndo maana ni vyema ukajitafutia mtaa wako wenye amani yako humukuna w,0
176,kwa masikitiko makubwa nimepokea habari ya kifo cha mzee iddi simba aliwahi kuwa mbunge waziri mjumbe wa kamati kuu ya h,0
177,waonevu saname niliwahi muwasha mwenzao kofi kino pale magetonialinipiga la mgongo nikageuka nikamuwasha la uso,0
178,wafanyakazi watatu wa umoja wa mataifa wamepoteza maisha kwenye shambulizi hilo nchini libya,0
179,ajali za barabarani zaua  kwa siku duniani gt,0
180,kashfa dhidi ya kanisa katoliki duniani papa amfuta kazi padri kutoka nchini chile soma zaidi gtgt,0
181,larry tesler mhandisi wa mifumo ya kompyuta na mbunifu wa cut copy amp paste amefariki dunia alizaliwa april  ,0
182,mwanamke mmoja aliyetambulika kwa jina la mama robert mkazi wa mtaa wa msalala road amezua sintofahamu baada ya kumfungia ndani mtoto wake wa kiume mwenye umri wa miaka  kwa madai ya kumfundisha adabu,0
183,mdogo wa marehemu steven kanumba seth bosco amefariki usiku wa kuamkia leo baada ya kuzidiwa akiwa nyumbani kwa mama kanum,0
184,ulikuwa mwaka mbaya sana kwenye maisha yangunilipitia kwenye misukosukoktk utafutaji sio mapenzi iliyoniachia alama za milele kwenye moyo wangubaada ya hapo nilibaki na funzo kubwa na mungu akawa upande wangu namshukuru mungu bado napumua,0
185,nimetokea kwenye familia maskini sana na kibaya zaidi ilidharaulika sana tena kwa pande zote mbili yaani upande wa baba,0
186,tusiweke vitu tusivyo na uhakika navyo kwenye mitandao publication of false information is a crime,0
187,mlipuko na milio ya risasi yasikika katika eneo la  riverside nairobi kenya milipukomiwili mikubwa ya risasi ilisikika na baadaye ufyatuaji wa risasi maafisa wa polisi wamefika eneo la tukio katika jumba hilo ambalo lina hoteli yakifahari na ofisi za kampuni mbalimbali,0
188,uko na maushauri ya violence tu,0
189,ile video ya rosa ree kajidhalilisha kwakwelihata kama haoni madhara yake sasa,0
190,hayo yanaitwa mauaji ya sharubela,0
191,so chuga si tunakutana kesho kwenye nyamachoma festival nanenanemnajifanyaga mnakula mtungi mje kesho niwakalishe,1
192,mgema akisifiwa tembo hulitia maji,1
193,hilo ni neno nalo  kujali kuna ubora zaidi kuliko kupenda na lau wenginiambia ni chague kati ya mtu anayenipenda na mtu anayenijali basi ningelimchagua mtu ambaye anayenifurahisha kwa kunijali kwake kwani hakuna faida yoyote ile kupenda bila kujali,1
194,nafasi ya kazi kutoka vodacom tanzania bonyeza hapa kusoma zaidi,1
195,yule wa nyuma mwishoo kabisa alievaa miwan ni jirani ake na babu yangu,1
196,uhuru  jumatano  juni   ukweli daima linapatikana mtaani kwako sasa kwa bei ile ile ya tsh  tu wahi nakala yako ,1
197,pole ndugu mteja tunaweza kupata taarifa zako pamoja na mawasiliamno yako,1
198,ndugu uongozi si akili ya darasani ni karama ndo sababu pamoja na akili zao bado wameshindwa,1
199,tafadhali fahamu tutawasiliana nawe punde kwa msaada zaidigift,1
200,katibu mkuu kiongozi balozi john kijazi akisoma majina ya viongozi mbalimbali walioteuliwa na rais dkt magufuli ikulu jijini dsm leo jumapili januari  part ,1
201,pole sana kwa usumbufu uliojitokezatunaomba utufahamisha tatizo lako tukuhudumiechangamoto uliyotueleza ya call centre tunaifanyia kazi,1
202,i support youdks wake up amp realise your potentialnjooni huku mfanye kazi na mjifunze msisikize negativity kwe,1
203,mashine ikanyooshwa ikakaaaa kazi za no janja janja,1
204,unaweza kuwa mfanyabiashara lakini usiwe mjasiliamali unawz ukaqamjasiliamlimfanyabiashara pia,1
205,toeni dawa kulingana na miongozo ya serikali via,1
206,maisha ni kama hivi kwa mtumiaji wa huduma za ttcl fanikisha shughuli zako bila stress refusha maisha kwa tabasamu,1
207,mtanzania halisi hashindwi chochote unachouliza anajua na yuko tayal kukupatia majibu hata kama ya uongo,1
208,kindly retweet my pinned post na kama una swali uliza pale nitakujib dm nashindwa kujibu,1
209,hatua za serikali  elimu ya awali zaidi ya walimu  kutoka shule za serikali wa madarasa ya awali wamepatiwa mafunzo y,1
210,kikosi cha al masry kimewasili asubuhi ya leo nchini kwa ajili ya mchezo wa kombe la shirikisho,1
211,tafadhali rejea ujumbe tuliokutumia dmnk,1
212,habari yako saimon samahani promosheni ya kushare bango na kujipatia tiketi ya kucheza jackpot bure ilikuwa ni ya muda kwa sasa haipo tunaomba uendelee kucheza jackpot kwa tsh  tu kwa kila mkeka endapo kutakuwa na promosheni nyingin,1
213,hawajakujazia dm kweli asiyekuwa na mpunguze,1
214,dunia iweke tuzo za wachukiaji,1
215,he wanawachangia yoteeee,1
216,afu kama shati ujue labels zinakuaga kwa ndani kwa hiyo no one knows yani kama umevaa hampm zara or label ya f,1
217,this thursday in shaa allah itakua zamu ya zuwena it is,1
218,milo mitatu tuu yenyewe kwa hesabu kali ila bado hutaki kutumia unataka kutesa watoto wa watu,1
219,yaani mambo yote ya maana ninayotweet humu mnasema ni ufala tu hakuna cha maana jamani hamjaona ata tweets za,1
220,sure nbc watajiongeza kuweka pos zao kwenye viwanja ili tuweze kulipa na kadi za visamaster milangoni,1
221,kwa nini tusipande mazao ya malisho kwa ajili ya mifugo badala ya kutegemea uoto wa asili tu tuambie mahi,1
222,unapata changamoto gani tafadhali,1
